2026-01-09 03:03:44,031 - cmt.retry - WARNING - wrapper:58 - _connect_to_f5 attempt 1/3 failed: 401 Unexpected Error: F5 Authorization Required for uri: https://10.119.34.9:443/mgmt/shared/authn/login
Text: '{"code":401,"message":"Authentication failed.","referer":"10.119.17.4","restOperationId":139508859,"kind":":resterrorresponse"}'. Retrying in 2.0s...
2026-01-09 03:03:50,954 - cmt.retry - WARNING - wrapper:58 - _connect_to_f5 attempt 2/3 failed: 401 Unexpected Error: F5 Authorization Required for uri: https://10.119.34.9:443/mgmt/shared/authn/login
Text: '{"code":401,"message":"Authentication failed.","referer":"10.119.17.4","restOperationId":139509359,"kind":":resterrorresponse"}'. Retrying in 4.0s...
2026-01-09 03:03:57,373 - cmt.retry - ERROR - wrapper:47 - _connect_to_f5 failed after 3 attempts: 401 Unexpected Error: F5 Authorization Required for uri: https://10.119.34.9:443/mgmt/shared/authn/login
Text: '{"code":401,"message":"Maximum number of login attempts exceeded.","referer":"10.119.17.4","restOperationId":139509600,"kind":":resterrorresponse"}'
2026-01-09 03:04:34,872 - cmt.retry - WARNING - wrapper:58 - _connect_to_f5 attempt 1/3 failed: SSL/TLS handshake failed with 10.132.3.253. This device may: (1) Only support older TLS versions (1.0/1.1), (2) Have incompatible cipher suites, or (3) Have certificate issues. Try accessing via browser to verify HTTPS works.. Retrying in 2.0s...
2026-01-09 03:05:18,340 - cmt.retry - WARNING - wrapper:58 - _connect_to_f5 attempt 2/3 failed: SSL/TLS handshake failed with 10.132.3.253. This device may: (1) Only support older TLS versions (1.0/1.1), (2) Have incompatible cipher suites, or (3) Have certificate issues. Try accessing via browser to verify HTTPS works.. Retrying in 4.0s...
2026-01-09 03:05:57,860 - cmt.retry - ERROR - wrapper:47 - _connect_to_f5 failed after 3 attempts: SSL/TLS handshake failed with 10.132.3.253. This device may: (1) Only support older TLS versions (1.0/1.1), (2) Have incompatible cipher suites, or (3) Have certificate issues. Try accessing via browser to verify HTTPS works.
2026-01-12 16:25:07,016 - cmt.main - INFO - <module>:102 - Password hashing self-test passed
2026-01-12 16:27:33,130 - cmt.main - INFO - <module>:102 - Password hashing self-test passed
2026-01-12 16:32:54,999 - cmt.main - INFO - <module>:102 - Password hashing self-test passed
2026-01-12 16:33:49,550 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=1). Total: 1
2026-01-12 16:33:49,561 - cmt.websocket - INFO - websocket_notifications:276 - Notification WebSocket disconnected (user_id=1)
2026-01-12 16:33:49,570 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 0
2026-01-12 16:33:49,575 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=1). Total: 1
2026-01-12 16:33:52,565 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=1). Total: 2
2026-01-12 16:34:04,989 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:05,009 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:34:05,063 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:05,064 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 3
2026-01-12 16:34:08,065 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:34:08,066 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:08,067 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 3
2026-01-12 16:34:11,067 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:11,068 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:11,069 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:14,070 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:14,071 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:14,072 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:17,075 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:34:17,076 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:17,076 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 3
2026-01-12 16:34:19,150 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:19,150 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:55,404 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:55,414 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:55,415 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:55,429 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:56,438 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:56,439 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:59,488 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:34:59,496 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:34:59,496 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:34:59,504 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:35:06,576 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:35:06,578 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:35:06,578 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 3
2026-01-12 16:35:06,592 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:35:06,622 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:35:06,622 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 3
2026-01-12 16:35:07,990 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
2026-01-12 16:35:07,990 - cmt.websocket - INFO - disconnect:62 - WebSocket disconnected. Total: 2
2026-01-12 16:40:53,759 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 3
2026-01-12 16:40:53,778 - cmt.websocket - INFO - connect:49 - WebSocket connected (user_id=None). Total: 4
2026-01-12 16:40:53,812 - cmt.websocket - INFO - websocket_devices:188 - WebSocket client disconnected normally
